39 18060 63551
0 0     1.597070e+03 4.733700e+02
-2.3378068512669343e+00
2.3113231350710883e+00
5.9778476850162632e-02
-4.0797512800071845e+00
1.7565164536415758e+00
1.2985944991693660e-01
-3.2243512035462385e+00
2.2323470828319270e+00
1.4734360220000173e-01
-3.9430515769590357e+00
2.3163620282019415e+00
1.5030449357446526e-01
-4.0870025674436210e+00
1.3011659985621582e+00
1.5493525959813301e-01
-2.3604236722351835e+00
1.2465603607209683e+00
1.8486302318300102e-01
-2.3221687943959153e+00
1.8001511296762434e+00
2.1709691205176823e-01
-3.2625264705069652e+00
1.2723548082350400e+00
2.9517390486399642e-01
-2.2817145454497156e+00
1.6273829916660136e+00
3.5042611860436673e-01
-2.8067850543084862e+00
1.5718167036217376e+00
3.4811804883269259e-01
-2.6535067634894323e+00
4.9360603582785723e-01
4.3878700414636601e-01
-2.7353672208471083e+00
2.8014584499507589e-01
4.4218524758977240e-01
-2.6895040824486203e+00
3.7172146414711960e-01
4.4659997281100822e-01
-2.7040793098352283e+00
3.1363725515756913e-01
-4.1734390639361650e-02
-2.6060049020697234e+00
3.0714471074751865e-01
-4.1939118672380822e-02
-2.6163339400189609e+00
1.6132746780212597e+00
7.5135205892930657e-02
-3.0068291491555494e+00
2.2346053927218636e+00
6.4158901130918294e-02
-3.9641357133349500e+00
1.3021466370527754e+00
1.3373273187009954e-01
-2.3602168739539762e+00
1.6946507102477013e+00
2.2024032848786657e-01
-3.1302873034435992e+00
1.6716485410861277e+00
2.2730892297347663e-01
-3.0789019066029653e+00
2.3218120874503922e+00
4.2673006441251748e-01
-3.9526515741145078e+00
4.1615805110397830e-01
3.6034111099296201e-01
-2.5153688659547822e+00
1.8888008519978146e+00
4.5028900257592219e-01
-2.9550494849629705e+00
1.3680643249655096e+00
-5.1168151931889963e-02
-2.5910415710806252e+00
1.3055247604470082e+00
-4.0649640786347835e-02
-2.4278083528067502e+00
1.3357980467138331e+00
-3.5052086323208227e-02
-2.3521668402713161e+00
3.9073530322006866e-01
7.1056251469101092e-02
-2.6859552235978863e+00
1.7875381637072207e+00
6.3499853914903343e-02
-3.2553784882729300e+00
2.0695104237276447e+00
6.5302288348623699e-02
-3.7046907169837882e+00
1.7371563655436897e+00
1.2714965453530139e-01
-3.1781934730450820e+00
1.2536883571077735e+00
2.6433214378257230e-01
-2.3322085456248947e+00
6.1259406810259087e-01
3.4071808343163257e-01
-2.7855185682805326e+00
1.8090872232992115e+00
4.2261619421810204e-01
-3.2418283728562569e+00
1.4873295447176476e+00
3.7456920845596853e-01
-2.4879291074286147e+00
3.3366089684890082e-01
3.6095104680930257e-01
-2.6475864329645984e+00
5.2623441694050710e-01
3.8198159611045324e-01
-2.6841692202684242e+00
4.5453427758376380e-01
3.9600198137639353e-01
-2.7163199407737602e+00
6.1998604133054558e-01
4.4656225410110573e-01
-2.7978114187518690e+00
5.1273079392892884e-01
4.5047567329809851e-01
-2.6747199245878113e+00
2.6255670675420223e-01
4.5804891698927536e-01
-2.7372842579658894e+00
-1.5639340443834429e-01
-3.7378216958306357e-02
-1.0854203298920713e+00
1.3295681384192848e+00
-6.6563114595063935e-02
-2.4819695100765462e+00
1.2663160736472596e+00
4.7875759138930919e-02
-2.4250245292064303e+00
1.2558206209532028e+00
1.0179255364429354e-01
-2.3323943217708067e+00
2.7012342369538382e+00
1.1890597369540018e-01
-4.6376425988014613e+00
1.2582721886912627e+00
2.0057401865846547e-01
-2.3890160966035316e+00
1.7173569181729860e+00
2.3270804271535109e-01
-3.1616133166158051e+00
1.7378731715063953e+00
2.9014083550018616e-01
-3.1922533233547408e+00
4.0326712078775179e-01
3.7633587446128697e-01
-2.6342972479298994e+00
1.7821485100343524e+00
4.6774169360826784e-01
-3.1877783354152052e+00
3.1913072850409380e-01
3.9101965963544527e-01
-2.6603754970664641e+00
3.3774633632794265e-01
3.9514540496565898e-01
-2.6854788983465534e+00
2.1367220650102473e-01
4.4994358350292851e-01
-2.7355620895558532e+00
2.8460058157062057e-01
4.6342940567565832e-01
-2.6811872629771263e+00
4.5040612832611282e-01
4.7697528347960283e-01
-2.7356768687044588e+00
1.8093803595435467e+00
6.0977873721301235e-01
-3.0023172119948116e+00
-3.5346809249926758e-01
-1.2548646226266547e-02
-6.2288666003785098e-01
1.3257800466931324e+00
-3.0310881112534872e-02
-2.3472701082695417e+00
1.3778917232621426e+00
-2.9685674979977025e-02
-2.5864588654840013e+00
1.3917860652647176e+00
-2.7568830737016419e-02
-2.5872581463057829e+00
1.3000629435950590e+00
-2.0253646361454169e-02
-2.3761319763055488e+00
1.8665782780370619e+00
8.2513879088228936e-02
-3.3981118373950268e+00
1.3849816546327764e+00
9.8255764416281033e-02
-2.5931522932703004e+00
1.3097460754770738e+00
1.2786329095093485e-01
-2.3890972896574980e+00
1.8241634141937348e+00
2.1464458954590696e-01
-3.2983023460766812e+00
1.3082078239964514e+00
2.4707907363654660e-01
-2.3704780619657089e+00
1.7599938829013764e+00
3.2099553144945897e-01
-3.1400988601359732e+00
1.7390007993896985e+00
3.4326172336101496e-01
-3.1797483547278160e+00
1.6184929816494171e+00
3.3195206091516832e-01
-2.8067685288679716e+00
1.5726053377359208e+00
3.4551037378214172e-01
-2.6563039679922915e+00
1.5726053377359208e+00
3.4551037378214172e-01
-2.6563039679922915e+00
1.4783293460178732e+00
3.5417239893665053e-01
-2.5003114716623482e+00
1.7320404288854241e+00
5.0916501965951033e-01
-3.0560727074390801e+00
1.7294913731058259e+00
5.1808806325904566e-01
-3.0626944561099334e+00
1.2726352233690332e+00
-3.2166419196433219e-02
-2.3338912144687654e+00
1.3465264947814446e+00
9.4985041268196679e-02
-2.5349057182741581e+00
6.6114513213998261e-01
2.6115495534518934e-01
-2.7818071143600780e+00
1.3277243364422098e+00
4.5765788216185363e-02
-2.5205539814480735e+00
1.3304109387179510e+00
4.7139850143060096e-02
-2.5221739071651452e+00
1.3043407736069021e+00
7.2360309657773098e-02
-2.4743452107174693e+00
1.2757111351325288e+00
7.7622248190858320e-02
-2.4180169691459135e+00
1.2747105401515830e+00
1.1549989903408678e-02
-2.3409040071342564e+00
5.3083985641543974e-01
-9.5812336021347422e-02
-1.8528155102108472e+00
5.3083985641543974e-01
-9.5812336021347422e-02
-1.8528155102108472e+00
5.3294135774780260e-01
-7.0514555629937054e-02
-1.8608957385881022e+00
5.3223117905239337e-01
-5.5516530336537348e-02
-1.8609236751608007e+00
1.2718206487223369e+00
-2.8145054059938810e-02
-2.3018805900349051e+00
1.3543306548462679e+00
1.3493815759781067e-01
-2.5501239627413961e+00
1.2945558002711119e+00
1.2126313871489004e-01
-2.3578749485140258e+00
1.3165770574777749e+00
1.6230814775406027e-01
-2.4835084670561538e+00
7.1481088923988156e-01
1.9531784977473543e-01
-2.8688353779876921e+00
5.3542783405891015e-01
-1.0654094073300549e-01
-1.8463643533653069e+00
5.4839177907417780e-01
-1.0693330997609922e-01
-1.8432788252204801e+00
5.3275985538703297e-01
-8.5087439078785423e-02
-1.8615978500936281e+00
5.4488087591678769e-01
-8.4622767375647320e-02
-1.8491384238579214e+00
5.3166516923157137e-01
-4.7741150429463294e-02
-1.8651390698222261e+00
1.3257628461945625e+00
-3.5358471298758055e-02
-2.5235320513977375e+00
1.3347027825289115e+00
2.1429291474336278e-02
-2.5338146341909953e+00
9.4166193155208577e-01
1.8022778543888973e-01
-3.0532791841124642e+00
1.3942868228121881e+00
1.9542553933745638e-01
-2.6041979017764181e+00
9.3761361496167905e-01
2.2031732809578453e-01
-3.1092655574352523e+00
1.3833894769410451e+00
1.9649778103562016e-01
-2.5865466178465315e+00
1.3279673482125955e+00
2.2195272712785161e-01
-2.4644490799135435e+00
1.2985505160956814e+00
2.2638221146996737e-01
-2.4298344387250359e+00
1.8177729992698197e+00
5.2440791284667676e-01
-3.0044135550497031e+00
5.3360860197590487e-01
-6.4215858439733070e-02
-1.8603625124965297e+00
1.3436206984122439e+00
-7.2023356673402497e-02
-2.5353335714285250e+00
5.3966297064036939e-01
-4.2422060141429872e-02
-1.8692085242636320e+00
1.2794291387092684e+00
-3.7106452241971240e-02
-2.4624100601913326e+00
1.2921641049976589e+00
8.0651468542334598e-02
-2.4502923013216895e+00
1.3060804071742380e+00
1.4033087591777671e-01
-2.4644712820475649e+00
1.8531282992884313e+00
5.3425814662690907e-01
-3.0378448790837109e+00
5.4036858432190571e-01
-9.2330932223717424e-02
-1.8478926428289526e+00
5.3395997898780256e-01
-5.9602140393838134e-02
-1.8669760834080584e+00
5.3483623756059484e-01
-4.9382326670787721e-02
-1.8564969725024918e+00
1.2611381339628018e+00
-3.0689385019940250e-02
-2.3147488861463077e+00
1.2952717779784335e+00
1.5161701476784231e-01
-2.4483034179297571e+00
1.3007265938026777e+00
1.9818062796056013e-01
-2.3332918232312174e+00
1.3107570987295130e+00
2.5474686710229533e-01
-2.3547837646536034e+00
1.7977628725111361e+00
4.9541989731176495e-01
-3.0076770101065020e+00
1.7938270735871105e+00
5.1249142432705475e-01
-3.0103357993251136e+00
5.3330440768654164e-01
-1.0841102216898846e-01
-1.8453117149767264e+00
5.3243090691990769e-01
-8.7358950494652560e-02
-1.8563851402054146e+00
1.2561466342946745e+00
-6.1952979968446453e-02
-2.3144671166604485e+00
1.2634704640576893e+00
-1.2751933032123892e-02
-2.3118172258316054e+00
1.2773076280287656e+00
6.0113478264920243e-02
-2.3850771509726605e+00
1.2760680435414218e+00
6.5222352447492735e-02
-2.3882908017949300e+00
1.2896775581550644e+00
6.6550559278579433e-02
-2.3543269872679415e+00
1.2896775581550644e+00
6.6550559278579433e-02
-2.3543269872679415e+00
1.2923714595971239e+00
1.4668775329347911e-01
-2.3855218385126231e+00
1.2890834215249751e+00
1.7784074320205234e-01
-2.4590056142845826e+00
1.2846490658899663e+00
1.8022665422098391e-01
-2.4358334541001905e+00
1.3598740747071012e+00
2.0714058611853212e-01
-2.5541400715081339e+00
1.2971641017557005e+00
2.3413808546630571e-01
-2.4044373722871515e+00
1.3265104872346880e+00
2.5253592335081576e-01
-2.3287682791523330e+00
1.2848468250031393e+00
7.0923661776167407e-02
-2.3485049640354125e+00
1.4776485362079197e+00
1.9425834203140968e-01
-2.7861365981904584e+00
1.3301955046589484e+00
1.7412254554836373e-01
-2.5255977164506547e+00
1.2977189948326211e+00
2.2446616670636232e-01
-2.3960921637504295e+00
1.3412805398033403e+00
2.8888182907670268e-01
-2.5642622660011289e+00
1.8454689500962440e+00
4.3996688825622793e-01
-2.9907402261030502e+00
-8.4818107847897428e-01
8.0195260239541910e-01
-2.9915051540446935e+00
-2.0670838741261544e+00
3.7316853072524286e-01
-1.4888731500694681e+00
-9.4593471458986300e-01
7.3374679642353713e-01
-2.5140913758103527e+00
-2.0564936259154893e+00
3.6428964190642044e-01
-1.3171322647298227e+00
-2.0564936259154893e+00
3.6428964190642044e-01
-1.3171322647298227e+00
-2.2588615225216082e+00
4.4047073401671993e-01
-1.3919675875612192e+00
-2.4084039800941817e+00
7.8035920042065754e-01
-2.8142650477392683e+00
-2.3266270406976726e+00
5.7923574791555410e-01
-1.0783004559398235e+00
-6.9694378530305801e-01
7.9078517322575381e-01
-2.9391730771713531e+00
1.8861603505985625e+00
2.9351088425808441e-01
-4.5102364281939575e+00
-5.1185201104955842e-02
2.0229363125046249e-01
-6.2634214675510258e-01
-2.2369349604340183e+00
3.4433375189733451e-01
-1.6284335049168368e+00
-2.0909713445876403e+00
4.1243762915186277e-01
-1.3014333427169444e+00
-2.3317388801170944e+00
5.0874197575591085e-01
-1.0842404059652440e+00
-2.5573484925175864e+00
6.6629608845642163e-01
-1.6822487906399870e+00
-2.1898449736518319e+00
3.8402791465306801e-01
-1.4325515636421262e+00
-2.3621539850405342e+00
3.9630596550886554e-01
-1.3737398319014771e+00
-2.2203075128900744e+00
4.2545133762805903e-01
-1.4069648971237014e+00
-2.6155382483101697e+00
4.7016558679233805e-01
-1.6664299489791194e+00
-2.4004538655923082e+00
4.4224398115334645e-01
-1.3612585939225685e+00
-2.0140835160546260e+00
9.2536017256169822e-01
-2.8180446667492873e+00
1.9380044541333821e+00
4.4103320208056424e-01
-4.9967788508189779e+00
-2.3373242292256808e+00
6.3600112762634720e-01
-4.5343449140080843e+00
-1.3040248171307662e+00
5.3732126214969578e-01
-2.4710422171675330e+00
-2.5067194256563652e+00
8.1899692188430273e-01
-2.9123350528639813e+00
-2.8367372842992538e+00
9.1493370005728980e-01
-3.1567945810897582e+00
-7.8289171092384113e-01
7.3653189305347222e-01
-2.5957425139950616e+00
1.6713469165857227e+00
4.6085736251458266e-02
-4.0000064515830678e+00
1.4536831180557541e+00
6.1564982074861802e-02
-3.7855734758871229e+00
1.3011454526924415e+00
3.5703268669468724e-01
-3.7014498490570662e+00
1.8755184563133744e+00
4.5405882807769726e-01
-4.6814646721170199e+00
-6.6541877887604128e-01
4.9986932286611924e-01
-2.8277098766165425e+00
-1.4256552093700992e+00
5.7749971109279208e-01
-2.2351080420159688e+00
-2.3236092909668966e+00
5.1606634897644443e-01
-1.1155960626076802e+00
-8.6118621927410477e-01
7.1750616463000616e-01
-2.8657918961886621e+00
-2.2839872491342237e+00
6.3906158133143587e-01
-1.2594869966557991e+00
-2.0716892755316687e+00
8.8179622239589317e-01
-2.6367988882427564e+00
-1.1931647358990767e+00
8.4087723086231392e-01
-2.4268598451120909e+00
1.0796870385347814e+00
1.4703732711972053e-01
-3.2198147371010100e+00
-1.3894137943200466e+00
3.4551337493307771e-01
-2.4627579192476943e+00
-1.3688154169797142e+00
3.8338072009808721e-01
-2.4009563854927087e+00
-7.2552052015497992e-01
4.3563684761386440e-01
-2.7020990197853574e+00
-9.5965582371081415e-01
5.5185428537320169e-01
-2.4013444720490145e+00
-1.0134563721800456e+00
5.7316475389768717e-01
-2.3736731412509045e+00
-7.0654464463551314e-01
6.0789214421569282e-01
-2.7500986302613883e+00
-7.0654464463551314e-01
6.0789214421569282e-01
-2.7500986302613883e+00
-2.0624904855677237e+00
6.8455532065661129e-01
-2.5455789938582463e+00
-1.6107842732594000e+00
6.8005633248842268e-01
-2.4808445714757084e+00
-1.6618112077186535e+00
7.0022461632442679e-01
-2.6161399759539257e+00
-7.6842673873549094e-01
6.6366106104582834e-01
-2.6576096453672449e+00
-1.3870787347326361e+00
6.9410989564842596e-01
-2.4546043963351774e+00
-7.4199783172276312e-01
7.0445520737468981e-01
-2.6548743421578300e+00
-1.5786354047018596e+00
7.3103210572671495e-01
-2.4648958772740426e+00
-2.3046303863412581e+00
6.5833288272696988e-01
-1.4208999745425288e+00
7.9435584444862228e-01
9.4152592396034046e-02
-2.8595578067476750e+00
3.1158477281333368e+00
3.2034606625926293e-01
-6.9254625878579130e+00
-5.4613250867945329e-02
1.9203552057271184e-01
-5.5214728777015254e-01
-2.3123408804151979e+00
3.8757502703555696e-01
-1.5976925456085940e+00
-6.2779084880644265e-01
5.9707477997348002e-01
-5.2609413997078542e+00
-6.2779084880644265e-01
5.9707477997348002e-01
-5.2609413997078542e+00
-1.4464633058560941e+00
4.2259775187902987e-01
-2.4366654324385335e+00
-2.4468858221608891e+00
4.4000718525459970e-01
-1.6321038204146063e+00
-1.6941677903331436e+00
4.9328121146639037e-01
-2.4604406592280301e+00
-6.9865083922683524e-01
4.9077397848493159e-01
-2.7858608414535215e+00
-6.7266398629658686e-01
5.3798714057246533e-01
-2.9267281659318178e+00
-2.1105640322781802e+00
4.5651937682448523e-01
-1.3157731642283295e+00
-2.1105640322781802e+00
4.5651937682448523e-01
-1.3157731642283295e+00
-1.4718734613298530e+00
5.9286450454838635e-01
-2.4349881930665118e+00
-6.7331684117238366e-01
6.2155924747081848e-01
-2.9273774100074772e+00
-7.6836992951324035e-01
6.9874526681126992e-01
-3.2890955556227515e+00
-2.0284179460178371e+00
6.8375509250112099e-01
-2.5469288548777880e+00
-1.0633008040974343e+00
6.8099124638256980e-01
-2.3861856752696289e+00
-7.5064636884905855e-01
7.2792071611324249e-01
-2.6697843869327404e+00
-2.2591794664795897e+00
6.9509035062465152e-01
-1.6720043100279940e+00
-2.1488924187668990e+00
6.4572547392685975e-01
-1.3384160874005255e+00
-7.5947578933844884e-01
1.0670067659042941e-01
-1.0332769526026377e+00
-7.6987360970560403e-01
1.0262156932831527e-01
-2.5678876092134293e+00
1.3721991858487128e+00
6.3270580059778661e-02
-3.6841871210872013e+00
1.7587953745624336e+00
1.3728413377519372e-01
-4.1625089086776530e+00
-7.6910935268973835e-01
1.7970606972437536e-01
-2.5577634010819974e+00
4.7582987812144062e-01
2.4650509858825170e-01
-2.4272719438060926e+00
-1.5303181251962821e+00
3.9212056694031600e-01
-2.4003279390602907e+00
5.7499555151339055e-01
3.4424540276899629e-01
-2.5906130293446537e+00
-9.8763444871241390e-02
2.1930686582416939e-01
-4.6969644841675845e-01
-9.6058244593126185e-01
3.9346115558468708e-01
-2.3610455939152439e+00
-1.5261919630968146e-01
4.7716763400820350e-01
-3.5027783472657950e+00
-7.8782972645192462e-01
4.9037744993904997e-01
-2.5006006555522489e+00
-2.3070496940561300e+00
4.9145407496268834e-01
-1.6050468905409649e+00
-6.8729796463512072e-01
5.7734621714124013e-01
-2.8086182065652547e+00
-6.7683405220105319e-01
5.9561498706848226e-01
-2.8974968959131253e+00
-2.2710009101670909e+00
5.5454075432579197e-01
-1.7803368175930407e+00
-2.1965357780989740e+00
7.0752983395475044e-01
-2.6591930907850698e+00
-7.2017087696018645e-01
6.3695467124073912e-01
-2.7239834776480913e+00
-2.5003830367293411e+00
7.6768089132801010e-01
-2.8766442816675593e+00
-7.4261247170611144e-01
6.5079324368157510e-01
-2.6924062260612462e+00
-2.6697332652167742e+00
7.9605870828510794e-01
-2.9280809722290284e+00
-1.0485438882315892e+00
6.6971323172458422e-02
-1.0127504820805064e+00
-6.4782704815723713e-01
5.1652756744985473e-01
-4.9332938700465236e+00
7.8867983534764952e-01
3.5924345040409450e-01
-3.0021512598492408e+00
-2.1231009903706197e+00
3.9301243752593673e-01
-1.4534447409495796e+00
-6.7769576739581894e-01
4.6284649703427683e-01
-2.8492655488169345e+00
-2.2357493646211308e+00
4.6409374170011020e-01
-1.4013181598098920e+00
-2.6187888030870483e+00
6.3909671932060508e-01
-2.9510756144325327e+00
-2.2792545673372380e+00
5.4784337636441616e-01
-1.8840212707749409e+00
-2.1927436006939462e+00
6.7555565094101244e-01
-2.6131506869516894e+00
-7.5178307369970887e-01
6.4193401216374768e-01
-2.6579529899656493e+00
-2.1201957333756014e+00
5.7038061227592052e-01
-1.3795377449123725e+00
-2.1749206760993003e+00
6.3341171735646007e-01
-1.7006913035739541e+00
-1.0541676418694133e+00
6.6312351204195508e-01
-2.3861233184680626e+00
-2.7568419627233927e+00
9.4472083721858979e-01
-3.1237089740095620e+00
-2.1950797282340138e+00
6.5557265933984332e-01
-1.4779086099858676e+00
-7.8465534454628394e-01
7.4994657154116540e-01
-2.5741726521706525e+00
-2.3899814805608290e+00
6.4237505677345919e-01
-1.1139898457318713e+00
-1.2124446305586392e+00
7.9910787660879934e-01
-2.3964567766871334e+00
2.2876321701415345e+00
-2.4308367049091506e-03
-5.1873124891194005e+00
1.5802901011532062e+00
1.3187449742814344e-01
-3.9353274542821439e+00
1.9013980801357393e+00
2.0104886197067606e-01
-4.5389392498519774e+00
-2.6813749973468852e-02
1.8438342033731461e-01
-6.3046422426765003e-01
-9.5936025363485788e-01
3.3515025615265909e-01
-2.3715197941814807e+00
-8.8029457055793292e-01
2.5979587168329055e-01
-7.1221996606862870e-01
-1.7219038480884633e-01
4.2399046260145495e-01
-3.5085533307497507e+00
-5.7817887016406599e-01
5.4520478888044366e-01
-4.9561510555004578e+00
8.4502800620589125e-01
4.0117800044218810e-01
-3.1305885767340929e+00
-1.2480133792584680e+00
4.4268805360542141e-01
-2.4733136008726713e+00
-7.3793404390995210e-01
4.5968415448648192e-01
-2.6261838669806514e+00
-5.6829884769846073e-01
6.9780090926107541e-01
-5.1739104524729500e+00
-2.1602276004305390e+00
4.5402466241251743e-01
-1.4366323200470139e+00
-2.1817323588825013e+00
4.6015278331206921e-01
-1.4196142198359480e+00
-2.3282329992310880e+00
4.8319727802534540e-01
-1.5869849853522913e+00
-2.2526901753405935e+00
4.6579325740252281e-01
-1.4008213731914143e+00
-2.2654388882942214e+00
4.6689394784175781e-01
-1.3950916059654319e+00
-2.3432503812902845e+00
4.7352405483795479e-01
-1.3724500793692076e+00
-2.3943294075292902e+00
4.9989619310095934e-01
-1.6263970641839096e+00
-6.8519781978932470e-01
5.3815648292641194e-01
-2.8214669865657900e+00
-2.2754740806826508e+00
4.5022289822273576e-01
-1.1073211314010543e+00
-2.3837982879006159e+00
6.2196584974907221e-01
-2.6844955008150255e+00
-2.0450153939940396e-01
6.5442575412763027e-01
-3.6341269589725278e+00
-2.3876873741345968e+00
6.8844095361484137e-01
-2.6957480532153135e+00
-6.8438815746969883e-01
6.3894481322417973e-01
-2.9200455427671836e+00
-7.4140038072826586e-01
6.0174508950197425e-01
-2.5994377543549452e+00
-2.0745734094375563e+00
6.8593689503317357e-01
-2.5496063590943319e+00
-2.0630918843442227e+00
6.8682613312619234e-01
-2.5642178174512873e+00
-2.0141763942577544e+00
7.0114437094502857e-01
-2.5566501886659294e+00
-1.9511383358358154e+00
6.9870774608371078e-01
-2.5475569945344421e+00
-7.2039994483857117e-01
6.5829642127573396e-01
-2.6894214853182943e+00
-7.9290704336093099e-01
6.5785625651110624e-01
-2.5939984467018409e+00
-7.6517933580163622e-01
6.6654673357554617e-01
-2.6635217710619719e+00
-2.4384459778752783e+00
6.2972553961259470e-01
-1.6472212457071063e+00
-1.6261071090397468e+00
7.2528858142610353e-01
-2.4913903979803527e+00
-2.3405994501153349e+00
5.8970139947370193e-01
-1.1297937507578169e+00
-2.1829637832425415e+00
6.4029762387586309e-01
-1.4755903512107338e+00
-2.1166974463575681e+00
6.2001015578426033e-01
-1.3635335997683249e+00
-8.0396212401372491e-01
7.2250448414152779e-01
-2.5683844891464163e+00
-2.1371297903452597e+00
6.2076909363388799e-01
-1.3403983920940294e+00
-2.3905738561642931e+00
6.8145614188822112e-01
-1.6275922938378298e+00
-2.1765783995181867e+00
6.2183924027985926e-01
-1.3006744014116898e+00
-8.8466799519393402e-01
7.2598641240277773e-01
-2.4733304086881591e+00
-2.2169921053826105e+00
6.2997504675434546e-01
-1.2742938345308081e+00
-2.0731577554221285e+00
8.3401201634724220e-01
-2.5856849301603453e+00
-1.1153958890146312e+00
8.6987138742353842e-01
-2.6367126370267937e+00
-1.2192644994369040e+00
8.6719928636258381e-01
-2.5749239781179547e+00
1.3562177828053852e+00
9.5285609120251951e-03
-3.6522876071448107e+00
1.4946217731416989e+00
4.0513663599971314e-02
-4.3805395776950498e+00
1.1396699130397616e+00
6.2431576563144693e-02
-3.3384921887127370e+00
7.0569228598070000e-01
2.2342502113716409e-01
-2.7731571183765045e+00
7.1885629405632356e-01
2.3205359924435245e-01
-2.7727564267627534e+00
-9.9766845533215476e-01
2.7850451647060653e-01
-2.3085002017429184e+00
-1.1139288036964057e+00
2.8496989095543507e-01
-2.4595462347276675e+00
-1.0934566913733483e+00
2.9186978814902798e-01
-2.2897471183869618e+00
1.7167289886216193e+00
3.2353163575835314e-01
-4.5686225189191170e+00
9.2134598586678340e-01
2.7678661981172231e-01
-3.0259250756367670e+00
-6.5950880579793347e-01
4.9198180331280339e-01
-4.7382990282626984e+00
-1.5332745463773223e+00
4.2109979758539584e-01
-2.5536520248826240e+00
-1.5886811231881719e+00
4.1916334873007616e-01
-2.4742242175846263e+00
-2.1289194011659638e+00
4.4833960708843085e-01
-2.5073414985333309e+00
-6.4350702304527629e-01
5.4706690142165071e-01
-4.7586202849544135e+00
-9.1992917525338336e-01
2.7026017717189676e-01
-7.1148228604973940e-01
-1.2161345116825448e+00
3.1937289288614917e-01
-1.2587756435942323e+00
-1.6783032347044406e+00
4.3512153258446040e-01
-2.4565563859957376e+00
-7.5776953638509748e-01
4.1348086829995839e-01
-2.6350687845619576e+00
8.1202802070744795e-01
3.8785188110822377e-01
-2.9825064673370298e+00
-9.1822393543872505e-01
4.0474889717259721e-01
-2.3993343930267317e+00
-1.4647699304681157e+00
4.2705730752534499e-01
-2.3529813517680052e+00
-1.4969100347098954e+00
4.4680666017385001e-01
-2.5412522171199274e+00
-2.1235636955882904e+00
4.1220114935836338e-01
-1.6118505576713074e+00
-7.8121782159947184e-01
4.4679418271761528e-01
-2.5521734019933127e+00
-2.1201277428861625e+00
4.3309021731180286e-01
-1.6143996830224325e+00
-5.3943032883958719e-01
6.8601761127198824e-01
-5.1728764497034119e+00
-1.1708995687852006e+00
3.7433110699578925e-01
-1.3161178538878802e+00
-1.6036471580687841e+00
4.9557867877888190e-01
-2.4505324028343947e+00
-1.9765293766469363e+00
4.3502840807971821e-01
-1.4155611781423370e+00
-2.0804567734046575e+00
4.3550379067147943e-01
-1.3330575036223495e+00
-2.1317690085152501e+00
5.9193591213229080e-01
-2.5169284272850039e+00
-2.7720445305103059e-01
6.6661496109156249e-01
-4.0672908533459529e+00
-2.1767935826156317e+00
4.7035982682257832e-01
-1.2440889471623691e+00
-7.7704005474627436e-01
5.3758442668593320e-01
-2.5397228577180506e+00
-6.8523683091901133e-01
5.8461170883310887e-01
-2.9370220228963362e+00
-6.7609866783829475e-01
5.8767276302524896e-01
-2.9238504219128574e+00
-2.3708499990097147e+00
5.3644029019435313e-01
-1.6287860086198473e+00
-2.0796542744211752e+00
6.4325609445876786e-01
-2.5459662510981889e+00
-2.6153885411102391e+00
6.9797245232099903e-01
-2.6206794957490600e+00
-2.1139474704481920e+00
6.8708863690032529e-01
-2.5556294320687214e+00
-2.2033697160835102e+00
6.9952537665541370e-01
-2.6091808386795527e+00
-6.9808225122018708e-01
6.4018647333995560e-01
-2.7719892744245267e+00
-7.3151916316713073e-01
6.2910658561840105e-01
-2.6699294079598936e+00
-8.5042585751732103e-01
6.0850047491466830e-01
-2.4572207910929325e+00
-1.7580734833964873e+00
6.7412586901401683e-01
-2.5776842039514469e+00
-2.4190296507176376e+00
7.3728861051529870e-01
-2.7372728769634862e+00
-6.8941951711199467e-01
6.5450263639457307e-01
-2.8194128690210936e+00
-2.2077832871629051e+00
7.1390408994313215e-01
-2.6259331793706204e+00
-7.3376721737744777e-01
6.4620173943830994e-01
-2.7000724897073183e+00
-1.7284100663089168e+00
6.9601026108103448e-01
-2.5856040836783118e+00
-2.1194503326348344e+00
5.9761735816707295e-01
-1.6183108971632909e+00
-2.6677463416254925e+00
7.8402282712590721e-01
-2.6719080472532415e+00
-2.2469983186385183e+00
6.3978872102857032e-01
-1.7104929958661825e+00
-1.0795750240467044e+00
6.5212515672366356e-01
-2.2854661601339048e+00
-8.7061919780757413e-01
6.7760853931815690e-01
-2.4976714716938684e+00
-2.4089946561045106e+00
8.0720863196826387e-01
-2.7160646777471653e+00
-2.2642742518746859e+00
6.5944838908342951e-01
-1.7600155136768962e+00
-2.2055917612762386e+00
6.5764839970245237e-01
-1.6261452997253136e+00
-2.2783859235189352e+00
6.9075172024984977e-01
-1.8026075156071446e+00
-2.0831986004294896e+00
8.0157394294650897e-01
-2.5882212110121525e+00
-2.1015374350892535e+00
6.2572853146031393e-01
-1.3844094612513314e+00
-8.6398072182651853e-01
7.0905492037038709e-01
-2.4364989141200564e+00
-9.6776516029601956e-01
7.1014195529929802e-01
-2.3511660783959085e+00
-2.3534686069364916e+00
6.5645013415434095e-01
-1.4069453517127233e+00
-2.4005583255552607e+00
6.5898271862175428e-01
-1.3755949414766047e+00
-2.4687344127254733e+00
6.6752482965958926e-01
-1.3641799564961026e+00
-2.1324456683655599e+00
6.7520038639478186e-01
-1.5193815868614962e+00
-2.3326077889756909e+00
6.5923494095825153e-01
